id,uuid,parent_id,city_id,name,category,geom,geom_pt,modified_at,deleted_at,synced_at
4519,50314f49-70dc-45cc-adf0-5ee4cb651e1b,,4373,Atacadão - Prazeres,12,"POLYGON((-34.9214340113798 -8.16662685277382, -34.9202727382646 -8.16713841038406, -34.9197611806543 -8.16596593527739, -34.9201009743955 -8.16583524537696, -34.9201569843528 -8.16591739331437, -34.9209784637269 -8.1655663975818, -34.9214340113798 -8.16662685277382))",POINT(-34.9205987077245 -8.1662963940256),2025-08-29 12:23:50.502855 UTC,,
4526,b6a657d2-99bf-40b7-ae79-f17f570c906f,,4373,Home Center Ferreira Costa Imbiribeira,12,"POLYGON((-34.9115946514936 -8.11132534850641, -34.9117850853485 -8.11224204480796, -34.9116973364154 -8.11226258179232, -34.9117085384068 -8.11234286273115, -34.9112623257468 -8.11243434566145, -34.9112828627312 -8.11252769559032, -34.9107881081081 -8.1126378485064, -34.9107731721195 -8.11255383357041, -34.9100674466572 -8.11268639046941, -34.9098452738265 -8.11163340327169, -34.9099255547653 -8.11161286628735, -34.9098975497866 -8.1114504374111, -34.9105566002845 -8.11133841749645, -34.9105902062589 -8.11148964438123, -34.9115946514936 -8.11132534850641))",POINT(-34.9108156746566 -8.11193772403983),2025-09-02 06:16:14.641701 UTC,,
4540,97d33dd4-8f1f-43af-aec4-68e56f430415,,4373,Feira Livre de Afogados,12,"POLYGON((-34.9076621354478 -8.07866595798322, -34.9069774875054 -8.0785455079364, -34.9070963089463 -8.0778871508073, -34.907601914683 -8.07817365138455, -34.9077100316331 -8.07822245091316, -34.9076621354478 -8.07866595798322))",POINT(-34.9073496139726 -8.07838397942478),2025-09-02 12:52:32.106735 UTC,,
4541,b546360b-02fd-483d-a78f-d20595914e3e,,4373,Cavaleiro Express,12,"POLYGON((-34.9698495 -8.0904998, -34.969795417481 -8.0905832561243, -34.9696181704548 -8.09055376925065, -34.9696530387223 -8.09036606007761, -34.9698586162157 -8.09040417727308, -34.9698495 -8.0904998))",POINT(-34.9697455675052 -8.09045198863654),2025-09-02 12:52:32.106735 UTC,,
4503,dfc68861-58f0-4b65-a592-2315e7de7d54,,4373,Mix Mateus - Casa Caiada,12,"POLYGON((-34.842545055014 -7.99298888907069, -34.8427708831384 -7.99387251602654, -34.8426184950545 -7.99390342475373, -34.8426845910909 -7.99413251289403, -34.8419538626884 -7.99432887405476, -34.8418987826581 -7.9940888770677, -34.841555450469 -7.99418160319308, -34.8412416993526 -7.99306209649267, -34.8423304479522 -7.99276209936851, -34.842545055014 -7.99298888907069))",POINT(-34.8420112933242 -7.99346730625961),2025-09-02 15:04:45.567834 UTC,,
4544,fcd01273-4706-41cb-b5da-0df53626e856,,4373,Assaí Atacadista,12,"POLYGON((-34.8949489509246 -7.91855330903271, -34.8944187233286 -7.91818364331436, -34.8940453236131 -7.91867279694167, -34.8928317745377 -7.91781771159317, -34.8935375 -7.91685060633003, -34.8937167318634 -7.91697382823614, -34.8938138157895 -7.9168282023471, -34.895393296586 -7.91796333748222, -34.8949489509246 -7.91855330903271))",POINT(-34.8938716170563 -7.91739576991466),2025-09-03 04:21:21.937570 UTC,,
4549,d2376f56-1867-4304-a3e6-fb8efadabb2b,,4373,Mercado de Boa Viagem,12,"POLYGON((-34.9017018385491 -8.12983349039829, -34.9010278520626 -8.12983722439545, -34.9008840931721 -8.12945822368421, -34.9010577240398 -8.12940408072547, -34.9016981045519 -8.12949929765292, -34.9017018385491 -8.12983349039829))",POINT(-34.9013315129433 -8.12966639402561),2025-09-03 05:16:08.435440 UTC,,
4548,9d389583-f28d-475c-8501-d23e2c780d2a,,4373,Hiper Mateus Casa Forte,12,"POLYGON((-34.913447311522 -8.03845225106686, -34.913156059744 -8.03933347439544, -34.9130291038407 -8.03929986842104, -34.9129992318634 -8.03936334637268, -34.9122748364154 -8.03913183854907, -34.9122486984353 -8.03921772048363, -34.9119649146515 -8.03912810455191, -34.912024658606 -8.03890033072546, -34.9120470625889 -8.03891153271692, -34.9123345803699 -8.03806764935989, -34.913447311522 -8.03845225106686))",POINT(-34.9127502379053 -8.03867629089616),2025-09-03 05:16:08.435440 UTC,,
4551,bc0d8fff-5a6c-4632-a695-7c765deb9242,,4373,Atacadão - Recife Avenida Recife,12,"POLYGON((-34.9303322931374 -8.08993250446875, -34.9302942999699 -8.08990115857196, -34.9302156752206 -8.08999937570708, -34.9299502507311 -8.08976846091523, -34.9302265068726 -8.08943701449508, -34.9302051215629 -8.08941895388591, -34.9309823984475 -8.0884571549509, -34.9317575646006 -8.08908459710189, -34.9309734278385 -8.09006781422858, -34.9305253557212 -8.08968940234153, -34.9303322931374 -8.08993250446875))",POINT(-34.9309822314322 -8.0892517754939),2025-09-03 06:05:21.055359 UTC,,
4552,fcc4ea90-8cb4-4e68-ba39-69653853c4b1,,4373,Carrefour Hipermercado,12,"POLYGON((-34.911116787632 -8.04138715338979, -34.9096033931276 -8.0410966464419, -34.9096941545832 -8.04066924555395, -34.9096751579995 -8.04066297561092, -34.9098830650548 -8.03965664849869, -34.9099020616386 -8.03966082847109, -34.9099922954113 -8.03923238107602, -34.9101495449101 -8.0392668658831, -34.9112587343271 -8.04065304820092, -34.911116787632 -8.04138715338979))",POINT(-34.910320732251 -8.04015693833601),2025-09-03 06:55:07.031384 UTC,,
4553,4f647fce-170f-4b93-b435-0f3a28e54ba3,,4373,Atacadão - Paulista,12,"POLYGON((-34.8764701564723 -7.94640913584639, -34.8764589544808 -7.94630084992889, -34.8765186984353 -7.94629338193458, -34.8765149644381 -7.94620003200571, -34.8765485704125 -7.94620376600286, -34.8765448364154 -7.9461178840683, -34.8767726102418 -7.94609921408252, -34.8768174182077 -7.94654729374112, -34.8769145021337 -7.94654729374112, -34.876921970128 -7.94664064367, -34.8771310739687 -7.94662570768138, -34.8771460099573 -7.94672652560456, -34.8771049359886 -7.94672652560456, -34.8771758819346 -7.94734263513514, -34.8770787980085 -7.94774964082503, -34.876462688478 -7.94780565078236, -34.8763544025605 -7.94680493954482, -34.8763095945946 -7.94680867354197, -34.8762834566145 -7.94643527382647, -34.8764701564723 -7.94640913584639))",POINT(-34.8767644175084 -7.94707565433855),2025-09-03 09:07:25.066579 UTC,,
4554,6170c30e-6dbd-4a8c-8b88-4c454c68f774,,4373,Novo Atacarejo Guabiraba,12,"POLYGON((-34.9354694310099 -7.98630705903272, -34.9347226315789 -7.986964242532, -34.9339459601707 -7.98610168918919, -34.9346964935989 -7.98545197368422, -34.9354694310099 -7.98630705903272))",POINT(-34.9347075160339 -7.98620437411095),2025-09-03 09:18:16.651061 UTC,,
4562,5da94dfa-ca08-47d1-adf6-085572bacda4,,4373,Supermercado Arco-Mix Cavaleiro,12,"POLYGON((-34.9724414002489 -8.09253460970839, -34.9722789713727 -8.09268583659317, -34.972182820946 -8.09271850906828, -34.9722192274182 -8.09266436610953, -34.9721688184566 -8.09263542763158, -34.9722845723684 -8.09244872777383, -34.9724414002489 -8.09253460970839))",POINT(-34.9722936646515 -8.09258501866999),2025-09-03 09:42:08.113539 UTC,,
4564,51dcea80-8d17-439d-8e18-d2a5cd50753d,,4373,Shopping Igarassu,12,"POLYGON((-34.9093494715552 -7.8277898685316, -34.9087170850992 -7.82756961985481, -34.9086736663215 -7.82769547624952, -34.9083456133348 -7.82759033040339, -34.9085080317253 -7.82714107058019, -34.9086817068359 -7.82705583860873, -34.9095066636114 -7.8273402106177, -34.9093494715552 -7.8277898685316))",POINT(-34.9089305671148 -7.82745491523626),2025-09-03 10:23:27.445566 UTC,,
4576,4f106d96-c8b3-4370-b29d-31d8cbcbfde6,,4373,Mercado da Boa Vista,12,"POLYGON((-34.8883810241821 -8.06351965327169, -34.8882428662874 -8.06352152027027, -34.8881457823613 -8.06324333748222, -34.8881719203414 -8.0632115985064, -34.8884986450925 -8.0630043616643, -34.888717083926 -8.06334602240398, -34.8883810241821 -8.06351965327169))",POINT(-34.8884239794769 -8.0632946799431),2025-09-04 05:18:41.656912 UTC,,
4580,eb239285-2f52-4317-9e23-19434c53e2eb,,4373,Assaí Atacadista,12,"POLYGON((-34.9057358036984 -8.0587246381579, -34.9056872617354 -8.05886279605264, -34.9057171337127 -8.05891133801565, -34.9053922759602 -8.05980749733285, -34.9053474679943 -8.05983736931009, -34.905242916074 -8.06015849306542, -34.9048881863442 -8.06005394114508, -34.9049516642959 -8.05986350729018, -34.9046566785206 -8.05975148737553, -34.9050935561878 -8.05851553431722, -34.9057358036984 -8.0587246381579))",POINT(-34.9051850103869 -8.05933141269559),2025-09-04 05:31:58.059468 UTC,,
4581,20e33318-a35b-43a3-aa58-386c0b8460b4,,4373,MR Supermercado,12,"POLYGON((-34.9394097688478 -8.11344240398293, -34.9391418545519 -8.1136188353485, -34.9390214331437 -8.11345453947368, -34.939287480441 -8.11326877311522, -34.9394097688478 -8.11344240398293))",POINT(-34.9392153389974 -8.11344847172831),2025-09-04 05:31:58.059468 UTC,,
4587,9fa74a59-9683-4a6d-8259-67439ac1f69c,,4373,Panificadora e Mercadindo Andrea,12,"POLYGON((-34.9116050062233 -8.02289014046942, -34.911443977596 -8.02291441145092, -34.9114290416074 -8.02280705903272, -34.9115896034851 -8.02278278805121, -34.9116050062233 -8.02289014046942))",POINT(-34.9115169336094 -8.02284859975107),2025-09-04 11:03:15.863203 UTC,,
4591,e958436c-efd1-4bc5-ac93-040732bd049c,,4373,Mercado de Casa Amarela,12,"POLYGON((-34.9177361161618 -8.02594820432344, -34.9172532969053 -8.02595329038737, -34.9172481605302 -8.02582232422097, -34.9171993649671 -8.02582741028647, -34.9171889054349 -8.02568968973978, -34.9177412525369 -8.02562905368471, -34.9177361161618 -8.02594820432344))",POINT(-34.9174665757143 -8.02575600698038),2025-09-04 11:26:34.005895 UTC,,
4596,eed1efb4-0e6c-4454-b431-2f1977b78a28,,4373,Assaí Atacadista,12,"POLYGON((-34.9193624550936 -8.17148383459247, -34.9191250214557 -8.17113251140156, -34.9187808843261 -8.17132825422461, -34.9185771241748 -8.17100600554184, -34.9188887482025 -8.17080076522891, -34.9188206912328 -8.17071179111272, -34.9191905102379 -8.1703673339901, -34.9197593637768 -8.1712221209526, -34.9193624550936 -8.17148383459247))",POINT(-34.9191400920622 -8.17090338538538),2025-09-04 11:43:17.637473 UTC,,
4588,a5f8f553-9c8e-4092-a631-02c2cb4bec0b,,4373,Assaí Atacadista - Peixinhos,12,"POLYGON((-34.8789533250356 -8.00866869265648, -34.8781542496444 -8.00918771826102, -34.8775269381223 -8.00825421897227, -34.8778368598862 -8.0080525831259, -34.8777509779516 -8.00792562722263, -34.878434299431 -8.00747754756403, -34.8786434032717 -8.00781360730798, -34.8785089793741 -8.00789575524539, -34.87855378734 -8.00796670119133, -34.8784417674253 -8.00803764713728, -34.8786060633001 -8.0082766229552, -34.8786658072546 -8.00822808099218, -34.8786930212743 -8.00826978559378, -34.8789463237909 -8.00810859308322, -34.8789799297653 -8.00815526804766, -34.8787229566862 -8.00831566064063, -34.8789533250356 -8.00866869265648))",POINT(-34.8782624932709 -8.00849217664855),2025-09-04 12:29:06.648069 UTC,,
4600,28b7471e-020f-41ae-a8f5-d4b7d2dfebfd,,4373,Mercado da Encruzilhada,12,"POLYGON((-34.8920785170697 -8.03736903360597, -34.8920999875533 -8.03722714171408, -34.8919394256757 -8.03717859975107, -34.8919300906828 -8.03712819078948, -34.8918087357752 -8.03710578680655, -34.8917844647937 -8.03707778182788, -34.8917751298009 -8.03701990487198, -34.8917994007824 -8.03695642692034, -34.891849809744 -8.03692842194168, -34.8919879676387 -8.03694149093172, -34.8920458445946 -8.03667077613799, -34.8920897190612 -8.03667917763159, -34.8920775835704 -8.03664743865577, -34.8920831845662 -8.03660916518493, -34.8921055885491 -8.03659049519915, -34.8922087402205 -8.03660916518493, -34.8922348782006 -8.03651021426032, -34.8923767700925 -8.03653681899005, -34.8923637011024 -8.03663390291608, -34.8924663860242 -8.0366488389047, -34.8924724537696 -8.03668757912519, -34.8924668527738 -8.03671838460171, -34.8924463157895 -8.03674638958038, -34.8925443332148 -8.03676786006402, -34.8924939242532 -8.03704977684922, -34.8925798061878 -8.03706657983642, -34.8926302151494 -8.03711325480085, -34.8926381498933 -8.03718046674964, -34.8925858739331 -8.03723741020626, -34.8924052418208 -8.03721780672119, -34.8923548328592 -8.03726074768847, -34.8921970714794 -8.03723647670697, -34.8921709334993 -8.03737650160028, -34.8920785170697 -8.03736903360597))",POINT(-34.8921623972356 -8.03694895892603),2025-09-04 12:37:07.354511 UTC,,
4614,0eacd2b9-3dc3-4951-9b6a-b8434204abad,,4373,Mercadinho e Padaria Monte Cristo,12,"POLYGON((-34.9280828582859 -8.02316732752489, -34.9283162331081 -8.02299089615932, -34.9283927800498 -8.02309544807966, -34.9281622057255 -8.02326161095306, -34.9280828582859 -8.02316732752489))",POINT(-34.9282366531192 -8.02313138780227),2025-09-05 05:22:31.751893 UTC,,
4617,88ae36b8-0b54-4142-8344-610f29b9b747,,4373,Atacadão - Iputinga,12,"POLYGON((-34.9438271621622 -8.03036098773115, -34.9438308961593 -8.03020042585348, -34.94360685633 -8.03018922386202, -34.9436031223329 -8.03012947990753, -34.9435471123755 -8.03011827791607, -34.9435844523471 -8.02875910295165, -34.9445067496444 -8.02877777293742, -34.9444880796586 -8.03035725373399, -34.9438271621622 -8.03036098773115))",POINT(-34.9440321764718 -8.02944802542675),2025-09-05 05:28:21.808578 UTC,,
4405,f72695cd-98a6-4646-9f37-1f694876ebd7,,4373,CEASA Pernambuco,12,"POLYGON((-34.9431152686957 -8.07446962039772, -34.9427342121251 -8.07034855285107, -34.9429100843887 -8.06994224814041, -34.9432618289159 -8.06956496482948, -34.9447567431561 -8.0694053448612, -34.9473655150658 -8.0703630637263, -34.9477465716375 -8.07413587353346, -34.9431152686957 -8.07446962039772))",POINT(-34.9452330123022 -8.07224946862988),2025-09-05 06:39:44.629810 UTC,2025-09-05 06:39:44.629810 UTC,
4622,d5aacc05-6830-4c2c-a947-26113cc23a52,,4373,Mercado da Madalena,12,"POLYGON((-34.9085914704836 -8.05269171852773, -34.908492519559 -8.05212975195591, -34.9087613673542 -8.05208494399005, -34.9088584512802 -8.05265064455903, -34.9085914704836 -8.05269171852773))",POINT(-34.9086760665499 -8.05239019825746),2025-09-05 08:38:24.507419 UTC,,
4621,efd7a15c-7628-41c9-9a1b-df70e530fe36,,4373,Supermercado Kanela Varadouro Olinda,12,"POLYGON((-34.8569595910384 -8.01062537784495, -34.8571668278805 -8.01069258979374, -34.8571752293741 -8.01066925231152, -34.8574235401849 -8.0107542007468, -34.8573199217639 -8.01108839349217, -34.8570818794452 -8.01101464704836, -34.8571033499289 -8.01095863709104, -34.8568671746088 -8.0108867576458, -34.8569595910384 -8.01062537784495))",POINT(-34.8571467994689 -8.0108204791963),2025-09-05 08:38:24.507419 UTC,,
4624,c8d4eaf8-607c-4a16-8030-e74655ec4035,,4373,Trevo Supermercados COHAB Recife,12,"POLYGON((-34.9491217060811 -8.13364397181721, -34.9488379222973 -8.13346847395092, -34.94879498133 -8.13341433099218, -34.9487371043741 -8.13331164607041, -34.9487296363798 -8.13324443412162, -34.9487277693812 -8.1331884241643, -34.9487427053699 -8.13313988220128, -34.9487669763514 -8.13309507423542, -34.9488845972617 -8.13319589215861, -34.9489219372333 -8.13316041918564, -34.9492467949858 -8.13347780894381, -34.9491217060811 -8.13364397181721))",POINT(-34.9489476578843 -8.13336298853129),2025-09-05 08:43:21.337626 UTC,,
4638,bdf12ebc-59f2-4d75-904a-cb0d55b6a1f1,,4373,Carrefour Hipermercado,12,"POLYGON((-34.9298070181365 -8.09759912428876, -34.9296688602418 -8.09858489953768, -34.9287614989331 -8.09847287962303, -34.9288959228307 -8.0974796363798, -34.9298070181365 -8.09759912428876))",POINT(-34.9292832071518 -8.0980360019559),2025-09-08 12:28:07.267943 UTC,,
4643,b3550704-3eaa-4bf6-87c5-41f3262632c9,,4373,Atacado dos Presentes,12,"POLYGON((-34.8857432219061 -8.06006177987198, -34.8860830156472 -8.0607488353485, -34.8856106650071 -8.06098594416785, -34.8852671372688 -8.06030822368421, -34.8857432219061 -8.06006177987198))",POINT(-34.8856764337441 -8.06052852951636),2025-09-08 13:17:40.722375 UTC,,
4644,a48d526d-a075-42cf-828f-85388069c3cb,,4373,DESKONTÃO CEASA,12,"POLYGON((-34.9468496532717 -8.07380837660029, -34.946905663229 -8.07438714615931, -34.9465005245377 -8.07442075213371, -34.946465985064 -8.07383451458037, -34.9468496532717 -8.07380837660029))",POINT(-34.9466805939036 -8.07411083036984),2025-09-08 13:19:43.420959 UTC,,
4679,c76a6d4a-af7d-48c7-9e31-8bafb266d162,,4373,Novo Atacarejo Várzea,12,"POLYGON((-34.9552629943101 -8.03621857930298, -34.9553451422475 -8.03617750533428, -34.9557173922385 -8.03686418007489, -34.9551360384068 -8.03716701458035, -34.9551285704125 -8.03713714260311, -34.9548933285918 -8.03725663051207, -34.954874658606 -8.03721929054052, -34.9547925106686 -8.03726036450923, -34.9547327667141 -8.03715207859173, -34.9548186486487 -8.03710353662872, -34.954755170697 -8.03699525071122, -34.9547850426743 -8.03697658072545, -34.9546879587482 -8.03679361486485, -34.9545946088194 -8.03684589082502, -34.9545124608819 -8.03668532894736, -34.9551379054054 -8.03636233819345, -34.9551112953231 -8.03631291946906, -34.9552629943101 -8.03621857930298))",POINT(-34.9550949746072 -8.03673947190611),2025-09-16 05:29:55.675270 UTC,,
4682,3a4fcb15-3140-4413-acd6-6b17a84b7ac3,,4373,Americanas,12,"POLYGON((-34.9073186575391 -8.08019804231863, -34.9072327756046 -8.07974996266003, -34.907412007468 -8.07976489864865, -34.9074904214083 -8.08020177631579, -34.9073186575391 -8.08019804231863))",POINT(-34.9073640136366 -8.07998147048364),2025-09-16 06:22:36.231508 UTC,,
4683,b81cef71-34c6-471c-820d-4fed8e23fc7a,,4373,Supermercado 5 Estrelas,12,"POLYGON((-34.8723859397226 -8.01516669763513, -34.8723588682432 -8.01517229863087, -34.872377538229 -8.0152441780761, -34.8722636513158 -8.01527218305476, -34.8722823213016 -8.01534966349573, -34.8720004045164 -8.01542621043741, -34.8719695990398 -8.01520217060811, -34.8723691367354 -8.01510508668208, -34.8723859397226 -8.01516669763513))",POINT(-34.8721489475907 -8.01525818056543),2025-09-16 06:26:26.525535 UTC,,
4684,15309571-33e8-400f-86ea-6ae6b13ee2f5,,4373,Mercadinho Popular,12,"POLYGON((-34.9038828707326 -8.02324729240754, -34.9039398141892 -8.0233919847973, -34.9038735357397 -8.02341718927809, -34.903825927276 -8.02326782939189, -34.9038828707326 -8.02324729240754))",POINT(-34.9038805490766 -8.0233299070946),2025-09-16 08:15:44.688242 UTC,,
4686,dacd3f8d-fe27-4532-8543-6c869cb413a9,,4373,Novo Atacarejo Arthur Lundgren I,12,"POLYGON((-34.8849000995733 -7.93520786450925, -34.8849169025605 -7.93519852951636, -34.8851409423897 -7.93535162339971, -34.8847190007112 -7.93598266891891, -34.8845173648649 -7.93585571301564, -34.8844576209104 -7.93593039295874, -34.8839124573258 -7.93557192923186, -34.8839609992888 -7.93548978129445, -34.883738826458 -7.9353366874111, -34.8841476991465 -7.93472617887625, -34.8849000995733 -7.93520786450925))",POINT(-34.8844777520401 -7.93542070234708),2025-09-16 08:21:44.992274 UTC,,
4688,afce9089-3a4a-407b-b7cd-ec130fcf98e9,,4373,Mercadinho Lemos,12,"POLYGON((-34.9049624504356 -8.01328047808499, -34.905024994888 -8.01337849551031, -34.9049661844328 -8.01341116798542, -34.9048999059833 -8.01332435255156, -34.9049624504356 -8.01328047808499))",POINT(-34.9049641470814 -8.01335142403094),2025-09-16 10:08:03.629542 UTC,,
4689,70259b36-d892-4429-bc26-70b4d4293411,,4373,Feira de Rio Doce,12,"POLYGON((-34.837159615709 -7.96422160922268, -34.8366478879152 -7.96438325838482, -34.8365875981464 -7.96419830843728, -34.8371007964223 -7.96404394070058, -34.837159615709 -7.96422160922268))",POINT(-34.8368735773176 -7.96420995882998),2025-09-16 12:42:49.060671 UTC,,
4691,52b41a76-c8b5-4334-94af-6d67ee012904,,4373,Atacarejo Miranda,12,"POLYGON((-34.8819520199147 -7.94164294096728, -34.8818904089616 -7.9417493598862, -34.8818633374822 -7.94173909139402, -34.8816934406117 -7.94206208214793, -34.8815440807255 -7.94198460170696, -34.8817783890469 -7.94156452702703, -34.8819520199147 -7.94164294096728))",POINT(-34.8817028766167 -7.94186698079658),2025-09-17 05:42:33.765513 UTC,,
4709,fc2d9811-9a5a-4930-85bd-5f0aa448dfa4,,4373,Carrefour Boa Viagem,12,"POLYGON((-34.8969607570168 -8.1158723051304, -34.8961242979158 -8.11638985580791, -34.8958014769815 -8.11589688880266, -34.8957975560795 -8.11586324798761, -34.8958053978835 -8.11582831329207, -34.8958289232957 -8.11579596634905, -34.8966039549315 -8.11534699051098, -34.8969607570168 -8.1158723051304))",POINT(-34.8963778825159 -8.115867776559),2025-09-17 11:53:09.450422 UTC,,
4704,26f8b96e-eb58-4065-bf24-78b8122dc97b,,4373,Nacional E. Clube,12,"POLYGON((-34.9465034051446 -8.11939180866269, -34.9462289420021 -8.11930770735148, -34.9462772997939 -8.11913303534118, -34.9465609117078 -8.11921454895544, -34.9465034051446 -8.11939180866269))",POINT(-34.9463938189522 -8.11926112815346),2025-09-17 11:53:09.450422 UTC,,
4706,5b3f6cca-68e5-43b0-991d-7896406f9fcd,,4373,Mercadinho São Rafael,12,"POLYGON((-34.8993594809052 -8.01261114423377, -34.8992072192095 -8.0125050191671, -34.8992594979033 -8.01243513191296, -34.8994052247623 -8.01254578672647, -34.8993594809052 -8.01261114423377))",POINT(-34.8993074224709 -8.01252540294679),2025-09-17 11:53:09.450422 UTC,,
4707,e6ceb4c3-6e05-4db2-83c5-525a4bb0b051,,4373,Du Valle Supermercado,12,"POLYGON((-34.9694287 -8.0910235, -34.9691691420211 -8.09097938174809, -34.9692037766558 -8.09081310816622, -34.9694586352881 -8.09085904367624, -34.9694287 -8.0910235))",POINT(-34.9693146790747 -8.09091921271216),2025-09-17 11:53:09.450422 UTC,,
4725,2d0ab256-b62d-449a-a869-b87c6d4ec11e,,4373,Leve Mais - Barra de Jangada,12,"POLYGON((-34.9323234551054 -8.21736955430222, -34.9323577857941 -8.21735822823081, -34.9326457821276 -8.21795662189418, -34.9322757735932 -8.21812840035004, -34.9319477247896 -8.21745261214933, -34.9322891244166 -8.21730348554777, -34.9323234551054 -8.21736955430222))",POINT(-34.9322972762421 -8.21770461702175),2025-09-18 06:12:06.901749 UTC,,
4727,527ba934-10c9-44be-ae4e-935e0f71757c,,4373,Karla Mercado,12,"POLYGON((-34.8264835152916 -7.89916018581081, -34.8265329907539 -7.89954385401849, -34.8262296034851 -7.89958026049075, -34.8262146674964 -7.89950371354907, -34.8261782610242 -7.89930581169986, -34.8261567905406 -7.8991779222973, -34.8264835152916 -7.89916018581081))",POINT(-34.8263557593272 -7.89940476262446),2025-09-18 06:14:52.031868 UTC,,
4730,0a690c59-7fca-4a1f-a8e0-40d3eab784e2,,4373,Mercadinho Conceição,12,"POLYGON((-34.8316459528831 -7.8794922710556, -34.8313331621633 -7.87977802051372, -34.8311767668034 -7.87960232004382, -34.8314857430022 -7.87931704277795, -34.8316459528831 -7.8794922710556))",POINT(-34.8314110418172 -7.87954729554971),2025-09-18 08:40:54.791380 UTC,,
4731,e8d4e15f-d08d-4834-b6d7-1fe7155789fa,,4373,Atacadão - Olinda Casa Caiada,12,"POLYGON((-34.8353958043499 -7.97628182286436, -34.8355760404659 -7.97711148132232, -34.835211753713 -7.97720025514982, -34.8350791991092 -7.97710959251727, -34.8350601265043 -7.97702365187827, -34.8350954108233 -7.97701704105914, -34.8349704852615 -7.97645134342602, -34.8349971869083 -7.97644378819357, -34.8349914651268 -7.97639184596671, -34.8351459532262 -7.97635406979757, -34.835109715277 -7.9762095759184, -34.8352756469393 -7.97618124377924, -34.8353056862919 -7.9763021275593, -34.8353958043499 -7.97628182286436))",POINT(-34.8352635128613 -7.97673419224258),2025-09-18 09:35:05.667231 UTC,,
4737,3c3f76c6-9a18-4d34-8033-5ae53750f5a5,,4373,Beberibe Center,12,"POLYGON((-34.8955732874111 -7.99954988112331, -34.8952444580569 -7.99981835929183, -34.8951525200538 -7.99963760173247, -34.8955524839214 -7.99952728641789, -34.8955732874111 -7.99954988112331))",POINT(-34.8952768210653 -7.99972798051215),2025-09-18 10:26:46.682955 UTC,,
4742,6704b614-ea46-4303-8c66-10e9dfcc669c,,4373,Assaí Atacadista,12,"POLYGON((-34.9722205912162 -8.01978520225819, -34.9719349404339 -8.02002044407895, -34.9720189553698 -8.02012499599929, -34.9713468358819 -8.02067015958392, -34.9706859183855 -8.01986174919986, -34.971359904872 -8.01933245510314, -34.9713104294097 -8.01926617665364, -34.9716054151849 -8.01904587082149, -34.9722205912162 -8.01978520225819))",POINT(-34.9714543854545 -8.01982347572902),2025-09-19 04:50:16.955783 UTC,,
4744,dda324df-15e0-4813-bc87-9c2609d99f1b,,4373,Extra Mercado,12,"POLYGON((-34.8995893972262 -8.1266946346017, -34.8991581205548 -8.12674130956614, -34.8991301155761 -8.12644819078947, -34.8995483232575 -8.12638844683499, -34.8995683401096 -8.12653766336925, -34.8996052667141 -8.12653127222617, -34.8996267371977 -8.12668156561166, -34.8995881615472 -8.12668542317671, -34.8995893972262 -8.1266946346017))",POINT(-34.8993809983444 -8.12660961449046),2025-09-19 05:12:08.503505 UTC,,
4760,a7058502-6b57-45a2-b5db-d83dcc315525,,4373,Mercado Público de Nova Descoberta,12,"POLYGON((-34.9230519057823 -8.00076550175951, -34.9225555127328 -8.00045704342882, -34.9227105466652 -8.00021619224121, -34.923164269825 -8.00047957920517, -34.9230519057823 -8.00076550175951))",POINT(-34.9229649650735 -8.00062254048234),2025-09-19 13:43:05.589824 UTC,,
4766,9d5ccefc-208c-461c-b352-0322cffe49d8,,4373,Atacadão - Camaragibe,12,"POLYGON((-35.0067160131246 -8.02034180890122, -35.0059536444297 -8.02097982142532, -35.0058668823207 -8.02088264077436, -35.0055468581485 -8.02116995741437, -35.00521118835 -8.02078546010017, -35.0056649115098 -8.02038828666857, -35.005643576565 -8.02036011832536, -35.0057360279925 -8.020278430119, -35.0055319236871 -8.02005167483949, -35.0060731201206 -8.01958830496209, -35.0067160131246 -8.02034180890122))",POINT(-35.006165774836 -8.02037420249696),2025-09-19 14:00:14.867181 UTC,,
4776,53c31fe3-3e4e-4932-a881-2032b98432f5,,4373,Leve Mais,12,"POLYGON((-34.9336585551085 -8.17234687329412, -34.9338929650806 -8.17247519992121, -34.9338621666901 -8.17253166363713, -34.9339528508399 -8.17256930611441, -34.9337834596922 -8.17284135856385, -34.9336465779566 -8.17277805076115, -34.9336192016095 -8.17281740426012, -34.9334344112665 -8.17270105478489, -34.9336585551085 -8.17234687329412))",POINT(-34.9336939672999 -8.17263518044965),2025-09-19 14:36:32.749446 UTC,,
4489,d4cd4b98-1d78-4bad-a6b9-c5c66f59da9d,,4373,Prefeitura do Recife,13,"POLYGON((-34.8728242632717 -8.05413192554394, -34.8728571043084 -8.05437429517557, -34.872647531095 -8.05440111338316, -34.8726674117595 -8.05460327632376, -34.8721115789193 -8.05468438059233, -34.8720785425454 -8.05445021508289, -34.8721356172039 -8.05444234637386, -34.8721059507214 -8.05424444382849, -34.8728242632717 -8.05413192554394))",POINT(-34.8723910426078 -8.05442172987851),2025-08-28 13:17:48.625587 UTC,,
